"file","jsonPointer","original","corrected"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","乘客在车站。","乘客在車站。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","乘客在车站。","乘客在車站。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","乘客在车站","乘客在車站"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","乘客在车站","乘客在車站"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","乘客在车站。","乘客在車站。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在车站。","在車站。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","乘客 → 在车站","乘客 → 在車站"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在车站","在車站"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/text","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/tiles/0","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/literalOrderExplanation","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/tokens/0/text","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/text","车票","車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/tiles/0","车票","車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/analysis/literalOrderExplanation","车票","車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/analysis/tokens/0/text","车票","車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","旅行者读车票。","旅客看車票。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/0","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/1","读","讀"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/2","车票。","車票。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","旅行者 → 读 → 车票","旅客 → 看 → 車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/0/text","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/1/text","读","讀"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/2/text","车票","車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/0/translations/zh/text","乘客在车站。","乘客在車站。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在车站。","在車站。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","乘客 → 在车站","乘客 → 在車站"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在车站","在車站"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/text","旅行者读车票。","旅客看車票。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/tiles/0","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/tiles/1","读","讀"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/tiles/2","车票。","車票。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","旅行者 → 读 → 车票","旅客 → 看 → 車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/0/text","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/1/text","读","讀"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_016_train_station/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/2/text","车票","車票"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/vocabulary/0/translations/zh/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/vocabulary/3/translations/zh/text","太阳","太陽"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/vocabulary/4/translations/zh/text","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/vocabulary/7/translations/zh/text","拿着","拿著"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/tiles/0","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/literalOrderExplanation","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/tokens/0/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","孩子在雨中。","小朋友在雨中。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","孩子在雨中。","小朋友在雨中。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","孩子在雨中","小朋友在雨中"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","孩子在雨中","小朋友在雨中"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","孩子在雨中。","小朋友在雨中。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/0","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","孩子 → 在雨中","小朋友 → 在雨中"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/0/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/text","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/tiles/0","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/analysis/literalOrderExplanation","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/1/translations/zh/analysis/tokens/0/text","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","朋友拿着雨伞。","朋友拿著雨傘。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/1","拿着","拿著"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/2","雨伞。","雨傘。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","朋友 → 拿着 → 雨伞","朋友 → 拿著 → 雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/1/text","拿着","拿著"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/2/text","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/0/translations/zh/text","孩子在雨中。","小朋友在雨中。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/0/translations/zh/tiles/0","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","孩子 → 在雨中","小朋友 → 在雨中"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/0/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/1/translations/zh/text","朋友拿着雨伞。","朋友拿著雨傘。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/1/translations/zh/tiles/1","拿着","拿著"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/1/translations/zh/tiles/2","雨伞。","雨傘。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","朋友 → 拿着 → 雨伞","朋友 → 拿著 → 雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/1/text","拿着","拿著"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_017_weather_seasons/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/2/text","雨伞","雨傘"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/vocabulary/0/translations/zh/text","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/vocabulary/1/translations/zh/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/vocabulary/2/translations/zh/text","公园","公園"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/vocabulary/3/translations/zh/text","游乐场","遊樂場"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/vocabulary/5/translations/zh/text","自行车","單車"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/vocabulary/7/translations/zh/text","骑","騎"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/text","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/tiles/0","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/literalOrderExplanation","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/tokens/0/text","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","家长在公园里。","家長在公園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","家长在公园里。","家長在公園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","家长在公园里","家長在公園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","家长在公园里","家長在公園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","家长在公园里。","家長在公園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/0","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在公园里。","在公園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","家长 → 在公园里","家長 → 在公園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/0/text","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在公园里","在公園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/tiles/0","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/literalOrderExplanation","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/tokens/0/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","孩子玩球。","小朋友玩球。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/0","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","孩子 → 玩 → 球","小朋友 → 玩 → 球"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/0/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/0/translations/zh/text","家长在公园里。","家長在公園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/0/translations/zh/tiles/0","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在公园里。","在公園裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","家长 → 在公园里","家長 → 在公園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/0/text","家长","家長"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在公园里","在公園裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/1/translations/zh/text","孩子玩球。","小朋友玩球。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/1/translations/zh/tiles/0","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","孩子 → 玩 → 球","小朋友 → 玩 → 球"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_018_park_playground/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/0/text","孩子","小朋友"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/vocabulary/0/translations/zh/text","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/vocabulary/1/translations/zh/text","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/vocabulary/2/translations/zh/text","餐厅","餐廳"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/vocabulary/4/translations/zh/text","米饭","飯"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/grammarTokens/3/translations/zh","旁边","旁邊"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/text","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/tiles/0","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/literalOrderExplanation","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/0/translations/zh/analysis/tokens/0/text","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/text","服务员在餐厅里。","侍應在餐廳裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/tiles/0","服务员在餐厅里。","侍應在餐廳裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/literalOrderExplanation","服务员在餐厅里","侍應在餐廳裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/1/translations/zh/analysis/tokens/0/text","服务员在餐厅里","侍應在餐廳裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/text","服务员在餐厅里。","侍應在餐廳裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/0","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/tiles/1","在餐厅里。","在餐廳裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/literalOrderExplanation","服务员 → 在餐厅里","侍應 → 在餐廳裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/0/text","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/0/steps/2/translations/zh/analysis/tokens/1/text","在餐厅里","在餐廳裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/text","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/tiles/0","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/literalOrderExplanation","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/0/translations/zh/analysis/tokens/0/text","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/text","顾客喝水。","顧客喝水。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/tiles/0","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/literalOrderExplanation","顾客 → 喝 → 水","顧客 → 喝 → 水"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/phraseProgressionChains/1/steps/2/translations/zh/analysis/tokens/0/text","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/0/translations/zh/text","服务员在餐厅里。","侍應在餐廳裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/0/translations/zh/tiles/0","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/0/translations/zh/tiles/1","在餐厅里。","在餐廳裡。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/0/translations/zh/analysis/literalOrderExplanation","服务员 → 在餐厅里","侍應 → 在餐廳裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/0/text","服务员","侍應"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/0/translations/zh/analysis/tokens/1/text","在餐厅里","在餐廳裡"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/1/translations/zh/text","顾客喝水。","顧客喝水。"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/1/translations/zh/tiles/0","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/1/translations/zh/analysis/literalOrderExplanation","顾客 → 喝 → 水","顧客 → 喝 → 水"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","/sentenceBuilders/1/translations/zh/analysis/tokens/0/text","顾客","顧客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","/vocabulary/0/translations/zh/text","旅行者","旅客"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","/vocabulary/1/translations/zh/text","飞行员","機師"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","/vocabulary/2/translations/zh/text","机场","機場"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","/vocabulary/3/translations/zh/text","飞机","飛機"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","/vocabulary/5/translations/zh/text","护照","護照"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","/vocabulary/7/translations/zh/text","飞","飛"
