"file","language","jsonPointer","original","corrected"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/phraseProgressionChains/0/steps/2/translations/fr/tiles","Le | serveur | est | dans | la | restaurant.","Le | serveur | est | dans | le | restaurant."
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/phraseProgressionChains/0/steps/2/translations/fr/analysis/literalOrderExplanation","Le → serveur → est → dans → la → restaurant","Le → serveur → est → dans → le → restaurant"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","ja","/phraseProgressionChains/1/steps/0/translations/ja","{""text"":""客"",""tiles"":[""客""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""客"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""客"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""お客さん"",""tiles"":[""お客さん""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""お客さん"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""お客さん"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","ja","/phraseProgressionChains/1/steps/1/translations/ja","{""text"":""お水"",""tiles"":[""お水""],""analysis"":{""sentencePattern"":""Phrase chunk with particle"",""literalOrderExplanation"":""お水"",""grammarExplanation"":[""Japanese chunks keep particles attached to the word they mark.""],""tokens"":[{""text"":""お水"",""type"":""phrase"",""role"":""supporting_detail"",""meaning"":""object"",""grammarNote"":""""}]}}","{""text"":""水"",""tiles"":[""水""],""analysis"":{""sentencePattern"":""Phrase chunk with particle"",""literalOrderExplanation"":""水"",""grammarExplanation"":[""Japanese chunks keep particles attached to the word they mark.""],""tokens"":[{""text"":""水"",""type"":""phrase"",""role"":""supporting_detail"",""meaning"":""object"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja","{""text"":""客はお水を飲みます。"",""tiles"":[""客は"",""お水を"",""飲みます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""客は → お水を → 飲みます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""客は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""お水を"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""飲みます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""おお客さんさんは水を飲みます。"",""tiles"":[""おお客さんさんは"",""水を"",""飲みます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""おお客さんさんは → 水を → 飲みます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""おお客さんさんは"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""水を"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""飲みます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","de","/sentenceBuilders/0/translations/de","{""text"":""Der Kellner ist in der Gaststätte."",""tiles"":[""Der"",""Kellner"",""ist"",""in"",""der"",""Gaststätte.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + place phrase"",""literalOrderExplanation"":""Der → Kellner → ist → in → der → Gaststätte"",""grammarExplanation"":[""German keeps the finite verb in second position."",""Location phrases often use dative forms such as im, am, or in der.""],""tokens"":[{""text"":""Der"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Kellner"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""ist"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""in"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""der"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Gaststätte"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Der Kellner ist im Restaurant."",""tiles"":[""Der"",""Kellner"",""ist"",""in"",""der"",""Restaurant.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + place phrase"",""literalOrderExplanation"":""Der → Kellner → ist → in → der → Restaurant"",""grammarExplanation"":[""German keeps the finite verb in second position."",""Location phrases often use dative forms such as im, am, or in der.""],""tokens"":[{""text"":""Der"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Kellner"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""ist"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""in"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""der"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Restaurant"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","de","/sentenceBuilders/0/translations/de/tiles","Der | Kellner | ist | in | der | Restaurant.","Der | Kellner | ist | im | Restaurant."
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","de","/sentenceBuilders/0/translations/de/analysis/literalOrderExplanation","Der → Kellner → ist → in → der → Restaurant","Der → Kellner → ist → im → Restaurant"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/sentenceBuilders/0/translations/fr","{""text"":""Le serveur est dans la brasserie."",""tiles"":[""Le"",""serveur"",""est"",""dans"",""la"",""brasserie.""],""analysis"":{""sentencePattern"":""Article + noun + être + place phrase"",""literalOrderExplanation"":""Le → serveur → est → dans → la → brasserie"",""grammarExplanation"":[""French uses être for location."",""Articles agree with the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""serveur"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""est"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""dans"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""la"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""brasserie"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Le serveur est dans le restaurant."",""tiles"":[""Le"",""serveur"",""est"",""dans"",""la"",""restaurant.""],""analysis"":{""sentencePattern"":""Article + noun + être + place phrase"",""literalOrderExplanation"":""Le → serveur → est → dans → la → restaurant"",""grammarExplanation"":[""French uses être for location."",""Articles agree with the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""serveur"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""est"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""dans"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""la"",""type"":""phrase"",""role"":""location"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""restaurant"",""type"":""verb"",""role"":""being/location"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/sentenceBuilders/0/translations/fr/tiles","Le | serveur | est | dans | la | restaurant.","Le | serveur | est | dans | le | restaurant."
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/sentenceBuilders/0/translations/fr/analysis/literalOrderExplanation","Le → serveur → est → dans → la → restaurant","Le → serveur → est → dans → le → restaurant"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","de","/sentenceBuilders/1/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","fr","/sentenceBuilders/1/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","es","/sentenceBuilders/1/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","ja","/sentenceBuilders/1/translations/ja","{""text"":""客はお水を飲みます。"",""tiles"":[""客は"",""お水を"",""飲みます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""客は → お水を → 飲みます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""客は"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""お水を"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""飲みます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""おお客さんさんは水を飲みます。"",""tiles"":[""おお客さんさんは"",""水を"",""飲みます。""],""analysis"":{""sentencePattern"":""Topic + object + verb-final"",""literalOrderExplanation"":""おお客さんさんは → 水を → 飲みます"",""grammarExplanation"":[""Japanese marks the topic with は."",""The object or phrase comes before the verb."",""The verb comes at the end.""],""tokens"":[{""text"":""おお客さんさんは"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""水を"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""飲みます"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_019_restaurant_dinner/pack.json","ja","/sentenceBuilders/1/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","ja","/vocabulary/0/translations/ja/text","旅人","旅行者"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","de","/vocabulary/1/translations/de/text","Flugkapitän","Pilot"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/vocabulary/1/translations/fr/text","commandant de bord","pilote"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","es","/vocabulary/7/translations/es/text","volar","pilotar"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","ja","/phraseProgressionChains/0/steps/0/translations/ja","{""text"":""旅人"",""tiles"":[""旅人""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""旅人"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""旅人"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""旅行者"",""tiles"":[""旅行者""],""analysis"":{""sentencePattern"":""Noun"",""literalOrderExplanation"":""旅行者"",""grammarExplanation"":[""Japanese nouns do not need articles.""],""tokens"":[{""text"":""旅行者"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","de","/phraseProgressionChains/1/steps/0/translations/de","{""text"":""der Flugkapitän"",""tiles"":[""der Flugkapitän""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""der Flugkapitän"",""grammarExplanation"":[""German nouns are capitalised."",""The article marks gender.""],""tokens"":[{""text"":""der Flugkapitän"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""der Pilot"",""tiles"":[""der Pilot""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""der Pilot"",""grammarExplanation"":[""German nouns are capitalised."",""The article marks gender.""],""tokens"":[{""text"":""der Pilot"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/phraseProgressionChains/1/steps/0/translations/fr","{""text"":""le commandant de bord"",""tiles"":[""le commandant de bord""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""le commandant de bord"",""grammarExplanation"":[""French nouns normally use an article."",""Elision such as l' is written without a space.""],""tokens"":[{""text"":""le commandant de bord"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}","{""text"":""le pilote"",""tiles"":[""le pilote""],""analysis"":{""sentencePattern"":""Article + noun"",""literalOrderExplanation"":""le pilote"",""grammarExplanation"":[""French nouns normally use an article."",""Elision such as l' is written without a space.""],""tokens"":[{""text"":""le pilote"",""type"":""noun"",""role"":""core_concept"",""meaning"":""person"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de","{""text"":""Der Flugkapitän fliegt das Flugzeug."",""tiles"":[""Der"",""Flugkapitän"",""fliegt"",""das"",""Flugzeug.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + object"",""literalOrderExplanation"":""Der → Flugkapitän → fliegt → das → Flugzeug"",""grammarExplanation"":[""German uses verb-second word order."",""Articles change by gender and case.""],""tokens"":[{""text"":""Der"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Flugkapitän"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fliegt"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""das"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Flugzeug"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Der Pilot fliegt das Flugzeug."",""tiles"":[""Der"",""Pilot"",""fliegt"",""das"",""Flugzeug.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + object"",""literalOrderExplanation"":""Der → Pilot → fliegt → das → Flugzeug"",""grammarExplanation"":[""German uses verb-second word order."",""Articles change by gender and case.""],""tokens"":[{""text"":""Der"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Pilot"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fliegt"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""das"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Flugzeug"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","de","/phraseProgressionChains/1/steps/2/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr","{""text"":""Le commandant de bord fait voler l'avion."",""tiles"":[""Le"",""commandant"",""de"",""bord"",""fait"",""voler"",""l'avion.""],""analysis"":{""sentencePattern"":""Article + noun + verb phrase + object"",""literalOrderExplanation"":""Le → commandant → de → bord → fait → voler → l'avion"",""grammarExplanation"":[""French usually places the verb after the subject."",""Articles and contractions must match the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""commandant"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""de"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""bord"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fait"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""voler"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""l'avion"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Le pilote pilote l'avion."",""tiles"":[""Le"",""commandant"",""de"",""bord"",""fait"",""voler"",""l'avion.""],""analysis"":{""sentencePattern"":""Article + noun + verb phrase + object"",""literalOrderExplanation"":""Le → pilote → pilote → l'avion"",""grammarExplanation"":[""French usually places the verb after the subject."",""Articles and contractions must match the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""commandant"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""de"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""bord"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fait"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""voler"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""l'avion"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/tiles","Le | commandant | de | bord | fait | voler | l'avion.","Le | pilote | pilote | l'avion."
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/phraseProgressionChains/1/steps/2/translations/fr/analysis/sentencePattern","Article + noun + verb phrase + object","Article + noun + verb phrase + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es","{""text"":""El piloto vuela el avión."",""tiles"":[""El"",""piloto"",""vuela"",""el"",""avión.""],""analysis"":{""sentencePattern"":""Article + noun + verb + object"",""literalOrderExplanation"":""El → piloto → vuela → el → avión"",""grammarExplanation"":[""Spanish verbs agree with the subject."",""The object follows the verb in simple sentences.""],""tokens"":[{""text"":""El"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""piloto"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""vuela"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""el"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""avión"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""El piloto pilota el avión."",""tiles"":[""El"",""piloto"",""pilota"",""el"",""avión.""],""analysis"":{""sentencePattern"":""Article + noun + verb + object"",""literalOrderExplanation"":""El → piloto → pilota → el → avión"",""grammarExplanation"":[""Spanish verbs agree with the subject."",""The object follows the verb in simple sentences.""],""tokens"":[{""text"":""El"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""piloto"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""pilota"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""el"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""avión"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","es","/phraseProgressionChains/1/steps/2/translations/es/analysis/sentencePattern","Article + noun + verb + object","Article + noun + verb + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","ja","/phraseProgressionChains/1/steps/2/translations/ja/analysis/sentencePattern","Topic + object + verb-final","Topic + object/detail + verb-final"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","de","/sentenceBuilders/1/translations/de","{""text"":""Der Flugkapitän fliegt das Flugzeug."",""tiles"":[""Der"",""Flugkapitän"",""fliegt"",""das"",""Flugzeug.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + object"",""literalOrderExplanation"":""Der → Flugkapitän → fliegt → das → Flugzeug"",""grammarExplanation"":[""German uses verb-second word order."",""Articles change by gender and case.""],""tokens"":[{""text"":""Der"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Flugkapitän"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fliegt"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""das"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Flugzeug"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Der Pilot fliegt das Flugzeug."",""tiles"":[""Der"",""Pilot"",""fliegt"",""das"",""Flugzeug.""],""analysis"":{""sentencePattern"":""Article + noun + verb-second + object"",""literalOrderExplanation"":""Der → Pilot → fliegt → das → Flugzeug"",""grammarExplanation"":[""German uses verb-second word order."",""Articles change by gender and case.""],""tokens"":[{""text"":""Der"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""Pilot"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fliegt"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""das"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""Flugzeug"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","de","/sentenceBuilders/1/translations/de/analysis/sentencePattern","Article + noun + verb-second + object","Article + noun + verb-second + object/detail"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/sentenceBuilders/1/translations/fr","{""text"":""Le commandant de bord fait voler l'avion."",""tiles"":[""Le"",""commandant"",""de"",""bord"",""fait"",""voler"",""l'avion.""],""analysis"":{""sentencePattern"":""Article + noun + verb phrase + object"",""literalOrderExplanation"":""Le → commandant → de → bord → fait → voler → l'avion"",""grammarExplanation"":[""French usually places the verb after the subject."",""Articles and contractions must match the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""commandant"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""de"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""bord"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fait"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""voler"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""l'avion"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}","{""text"":""Le pilote pilote l'avion."",""tiles"":[""Le"",""commandant"",""de"",""bord"",""fait"",""voler"",""l'avion.""],""analysis"":{""sentencePattern"":""Article + noun + verb phrase + object"",""literalOrderExplanation"":""Le → pilote → pilote → l'avion"",""grammarExplanation"":[""French usually places the verb after the subject."",""Articles and contractions must match the noun.""],""tokens"":[{""text"":""Le"",""type"":""noun"",""role"":""subject"",""meaning"":""person or topic"",""grammarNote"":""""},{""text"":""commandant"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""de"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""bord"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""fait"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""voler"",""type"":""phrase"",""role"":""object_or_detail"",""meaning"":""sentence detail"",""grammarNote"":""""},{""text"":""l'avion"",""type"":""verb"",""role"":""main action"",""meaning"":""main sentence action"",""grammarNote"":""""}]}}"
"data/ProgressiveLanguagePacks/beta1/stage1/semantic_pack_l1_020_airport_airplane/pack.json","fr","/sentenceBuilders/1/translations/fr/tiles","Le | commandant | de | bord | fait | voler | l'avion.","Le | pilote | pilote | l'avion."
